StateCode,StandardComponentId,TwoParentFamilyMaxDependentsRule,SingleParentFamilyMaxDependentsRule,DependentMaximumAgRule,ChildrenOnlyContractMaxChildrenRule,DomesticPartnerAsSpouseIndicator,SameSexPartnerAsSpouseIndicator,MinimumTobaccoFreeMonthsRule,MarketCoverage,DentalOnlyPlan
IL,36096IL0800030,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0800031,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0800032,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0800033,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0800034,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0800035,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0800036,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0800041,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0800042,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0800043,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0800044,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0810001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810007,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810008,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810009,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810010,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810011,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810012,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810013,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810014,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810015,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810016,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810017,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810018,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810019,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810020,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0810021,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,36096IL0820001,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820002,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820003,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820006,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820007,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820008,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820009,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820010,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820011,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820012,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820013,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820014,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820015,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820016,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820017,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820018,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820019,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0820020,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,36096IL0830001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
IL,36096IL0830002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
IL,39096IL0010002,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,39096IL0010003,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,39096IL0010004,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,40653IL0050001,3 or more,3 or more,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,40653IL0050002,3 or more,3 or more,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,46552IL0010001,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,Yes
IL,46552IL0010002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,Yes
IL,46552IL0020001,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,Yes
IL,46552IL0020002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,Yes
IL,53554IL0010001,3 or more,3 or more,29,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,53554IL0010002,3 or more,3 or more,29,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,53554IL0010003,3 or more,3 or more,29,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,53554IL0010004,3 or more,3 or more,29,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,58288IL0380013,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,58288IL0380014,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,58288IL0380015,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,58288IL0380016,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,58288IL0380017,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,58288IL0380018,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,58288IL0380025,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,67807IL0280001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280002,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280003,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280004,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280005,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280006,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280007,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280008,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280009,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280010,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280011,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280012,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280013,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280014,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280015,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280016,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280017,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280018,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280019,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280020,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280021,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280022,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280023,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280024,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280025,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280026,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280027,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280028,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280029,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,67807IL0280030,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68303IL0680001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,68303IL0680002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,68303IL0680003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,68303IL0680004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,68303IL0680005,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,68303IL0680006,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,68303IL0690001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
IL,68432IL0010001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0010002,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0010003,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0010004,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0010005,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0010007,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0010008,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0010009,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0010010,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0010011,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0010012,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0020001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0020002,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0020003,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0020004,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0020005,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0020007,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0020008,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0020009,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0020010,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0020011,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0020012,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0030001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0030002,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0030003,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0030004,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0030005,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0030007,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0030008,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0030009,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0030010,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0030011,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0030012,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0040001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0040002,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0040003,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0040004,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0040005,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0040007,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0040008,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0040009,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0040010,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0040011,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0040012,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0050001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0050002,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0050003,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0050004,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0050005,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0050007,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0050008,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0050009,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0050010,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0050011,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0050012,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0060001,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0060002,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0060003,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0060004,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0060005,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0060007,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0060008,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0060009,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0060010,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0060011,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,68432IL0060012,3 or more,3 or more,25,1,Yes,Yes,6,Individual,No
IL,75159IL0030001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,75159IL0030002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,75159IL0040001,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,75159IL0040002,3 or more,3 or more,21,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,77956IL0010001,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,77956IL0010002,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,77956IL0010003,1,2,25,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,79763IL0420001,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0430001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,79763IL0430002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,79763IL0430004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,79763IL0440001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,79763IL0440004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,79763IL0450001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,79763IL0450002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,79763IL0450004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,79763IL0460001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,79763IL0460002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,79763IL0460004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,79763IL0480001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,79763IL0480002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,79763IL0480004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,79763IL0560001,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0560004,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0570001,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0570002,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0570004,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0580001,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0580002,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0580004,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0600001,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0600002,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0600004,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0620001,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0620002,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0620003,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,79763IL0720003,3 or more,3 or more,25,3 or more,Yes,Yes,6,SHOP (Small Group),No
IL,83350IL0170001,3 or more,3 or more,21,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
IL,83350IL0180001,3 or more,3 or more,21,3 or more,No,No,Not Applicable,SHOP (Small Group),Yes
IL,83350IL0190001,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,83350IL0200001,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,84033IL0010001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,84033IL0020001,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
IL,85099IL0160002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,85099IL0180002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,85099IL0190002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,85099IL0200002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,86600IL0010001,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,86600IL0010002,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,86600IL0010003,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,86600IL0010004,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,86600IL0010005,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,86600IL0010006,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,86600IL0010007,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,87304IL0020002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,87304IL0030002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,87304IL0040002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,87304IL0050002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
IL,87304IL0060001,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,Yes
IL,96601IL0170001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0170002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0170003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0170004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0170006,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0190001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0190002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0190003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0190004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0190006,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0200001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0200002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0200003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0200004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0200006,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0200007,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0200008,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0200009,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0200010,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0200011,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0210001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0210002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0210003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0210004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0210006,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0230001,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0230002,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0230003,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0230004,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
IL,96601IL0230006,3 or more,3 or more,25,3 or more,Yes,Yes,6,Individual,No
KS,11339KS0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
KS,11339KS0010006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,Individual,Yes
KS,11339KS0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
KS,11339KS0020006,3 or more,3 or more,25,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
KS,18558KS0360001,3 or more,3 or more,25,1,No,Yes,6,Individual,No
KS,18558KS0360007,3 or more,3 or more,25,1,No,Yes,6,Individual,No
KS,18558KS0360041,3 or more,3 or more,25,1,No,Yes,6,Individual,No
KS,18558KS0360042,3 or more,3 or more,25,1,No,Yes,6,Individual,No
KS,18558KS0370001,3 or more,3 or more,25,1,No,No,6,SHOP (Small Group),No
KS,18558KS0370002,3 or more,3 or more,25,1,No,No,6,SHOP (Small Group),No
KS,18558KS0370003,3 or more,3 or more,25,1,No,No,6,SHOP (Small Group),No
KS,21004KS0010008,3 or more,3 or more,30,1,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
KS,27811KS0010001,3 or more,3 or more,25,1,No,Yes,6,Individual,No
KS,27811KS0010002,3 or more,3 or more,25,1,No,Yes,6,Individual,No
